"","Club","Year","Time","Round","Day","Venue","Result","GF","GA","Opponent","predicted_probability"
"4476","Colorado Rapids",2018,19:00:00,"Regular Season","Sat","Away","D","1","1","FC Dallas",-0.0373333333333333
"4477","Colorado Rapids",2018,13:00:00,"Regular Season","Sat","Home","W","2","0","Toronto FC",0.92
"4478","Colorado Rapids",2018,14:00:00,"Regular Season","Sun","Home","L","1","2","Orlando City",-0.771333333333333
"4479","Colorado Rapids",2018,19:30:00,"Regular Season","Sat","Away","L","0","1","Sporting KC",-0.88
"4480","Colorado Rapids",2018,19:00:00,"Regular Season","Sat","Home","L","1","2","NY Red Bulls",-0.845
"4481","Colorado Rapids",2018,13:00:00,"Regular Season","Sat","Away","L","0","4","NYCFC",-0.850666666666667
"4482","Colorado Rapids",2018,19:00:00,"Regular Season","Sat","Home","L","2","3","Portland Timbers",-0.895
"4483","Colorado Rapids",2018,19:00:00,"Regular Season","Fri","Home","L","1","2","Vancouver",-0.8
"4484","Colorado Rapids",2018,20:00:00,"Regular Season","Sat","Away","L","0","2","Dynamo FC",-0.801666666666667
"4485","Colorado Rapids",2018,19:00:00,"Regular Season","Wed","Home","D","2","2","Chicago Fire",0.0836666666666667
"4486","Colorado Rapids",2018,19:00:00,"Regular Season","Sat","Home","W","3","2","Minnesota Utd",0.441666666666667
"4487","Colorado Rapids",2018,16:00:00,"Regular Season","Sun","Away","W","1","0","Vancouver",0.82
"4488","Colorado Rapids",2018,19:00:00,"Regular Season","Wed","Home","L","1","2","Seattle",-0.463666666666667
"4489","Colorado Rapids",2018,19:30:00,"Regular Season","Sat","Away","L","1","2","CF Montréal",-0.752
"4490","Colorado Rapids",2018,19:00:00,"Regular Season","Sat","Home","D","0","0","Dynamo FC",0.127333333333333
"4491","Colorado Rapids",2018,20:00:00,"Regular Season","Sat","Away","D","2","2","Real Salt Lake",0.0206666666666667
"4492","Colorado Rapids",2018,20:00:00,"Regular Season","Sat","Away","L","1","2","D.C. United",-0.618333333333333
"4493","Colorado Rapids",2018,19:00:00,"Regular Season","Sat","Home","W","2","1","LA Galaxy",0.738333333333333
"4494","Colorado Rapids",2018,19:00:00,"Regular Season","Sat","Home","W","2","1","San Jose",0.563666666666667
"4495","Colorado Rapids",2018,19:30:00,"Regular Season","Tue","Away","D","2","2","LA Galaxy",-0.232666666666667
"4496","Colorado Rapids",2018,19:30:00,"Regular Season","Sat","Away","L","0","2","Portland Timbers",-0.816666666666667
"4497","Colorado Rapids",2018,13:30:00,"Regular Season","Sat","Home","L","0","3","Atlanta Utd",-0.574333333333333
"4498","Colorado Rapids",2018,19:30:00,"Regular Season","Sat","Away","L","1","2","Columbus Crew",-0.660666666666667
"4499","Colorado Rapids",2018,13:00:00,"Regular Season","Sat","Away","L","0","4","Seattle",-0.724666666666667
"4500","Colorado Rapids",2018,13:00:00,"Regular Season","Sat","Away","W","2","0","Minnesota Utd",0.778666666666667
"4501","Colorado Rapids",2018,14:00:00,"Regular Season","Sun","Away","D","0","0","San Jose",0.025
"4502","Colorado Rapids",2018,14:30:00,"Regular Season","Sun","Home","W","2","1","FC Dallas",0.381666666666667
"4503","Real Salt Lake",2018,19:00:00,"Regular Season","Sat","Away","D","1","1","FC Dallas",-0.004
"4504","Real Salt Lake",2018,19:00:00,"Regular Season","Sat","Home","W","1","0","NY Red Bulls",0.876666666666667
"4505","Real Salt Lake",2018,20:00:00,"Regular Season","Fri","Away","L","1","3","Toronto FC",-0.916
"4506","Real Salt Lake",2018,19:30:00,"Regular Season","Sat","Home","W","2","1","Vancouver",0.83
"4507","Real Salt Lake",2018,19:00:00,"Regular Season","Wed","Away","L","0","4","NYCFC",-0.647666666666667
"4508","Real Salt Lake",2018,19:30:00,"Regular Season","Fri","Away","L","0","2","Vancouver",-0.945
"4509","Real Salt Lake",2018,17:00:00,"Regular Season","Sun","Away","L","1","3","Orlando City",-0.52
"4510","Real Salt Lake",2018,19:00:00,"Regular Season","Sat","Home","W","3","2","D.C. United",0.446
"4511","Real Salt Lake",2018,19:30:00,"Regular Season","Sat","Away","L","1","4","Philadelphia",-0.874666666666667
"4512","Real Salt Lake",2018,14:00:00,"Regular Season","Sat","Away","W","1","0","Seattle",0.764333333333333
"4513","Real Salt Lake",2018,19:30:00,"Regular Season","Wed","Home","W","2","1","Dynamo FC",0.456
"4514","Real Salt Lake",2018,19:30:00,"Regular Season","Sat","Away","L","0","3","LA Galaxy",-0.9
"4515","Real Salt Lake",2018,20:00:00,"Regular Season","Sat","Home","D","1","1","San Jose",-0.0966666666666667
"4516","Real Salt Lake",2018,19:30:00,"Regular Season","Sat","Away","L","1","2","Columbus Crew",-0.913333333333333
"4517","Real Salt Lake",2018,20:00:00,"Regular Season","Wed","Home","W","4","2","Sporting KC",0.76
"4518","Real Salt Lake",2018,20:00:00,"Regular Season","Sat","Home","W","2","0","FC Dallas",0.925
"4519","Real Salt Lake",2018,19:00:00,"Regular Season","Sat","Away","L","2","3","Minnesota Utd",-0.521666666666667
"4520","Real Salt Lake",2018,20:00:00,"Regular Season","Sat","Home","D","2","2","Colorado Rapids",-0.0813333333333333
"4521","Real Salt Lake",2018,19:30:00,"Regular Season","Sat","Away","D","0","0","San Jose",-0.0326666666666667
"4522","Real Salt Lake",2018,20:00:00,"Regular Season","Sat","Home","W","2","1","Chicago Fire",0.672666666666667
"4523","Real Salt Lake",2018,20:00:00,"Regular Season","Sat","Home","D","1","1","CF Montréal",0.169
"4524","Real Salt Lake",2018,20:00:00,"Regular Season","Sat","Away","W","2","1","Dynamo FC",0.691
"4525","Real Salt Lake",2018,20:00:00,"Regular Season","Sat","Home","W","6","2","LA Galaxy",0.877
"4526","Real Salt Lake",2018,19:30:00,"Regular Season","Sat","Home","D","1","1","Minnesota Utd",-0.054
"4527","Real Salt Lake",2018,19:00:00,"Regular Season","Sat","Away","L","0","2","Atlanta Utd",-0.848333333333333
"4528","Real Salt Lake",2018,16:00:00,"Regular Season","Sun","Away","D","1","1","Sporting KC",-0.111333333333333
"4529","Real Salt Lake",2018,19:30:00,"Regular Season","Sat","Home","L","1","4","Portland Timbers",-0.866666666666667
"4530","Real Salt Lake",2018,19:00:00,"Regular Season","Thu","Home","W","4","1","New England",0.655
"4531","Real Salt Lake",2018,14:00:00,"Regular Season","Sun","Away","L","0","3","Portland Timbers",-0.838
"4532","LA Galaxy",2018,19:00:00,"Regular Season","Sun","Home","W","2","1","Portland Timbers",0.883333333333333
"4533","LA Galaxy",2018,17:00:00,"Regular Season","Sun","Away","L","1","2","NYCFC",-0.605
"4534","LA Galaxy",2018,19:00:00,"Regular Season","Sat","Away","D","0","0","Vancouver",0.0953333333333333
"4535","LA Galaxy",2018,18:00:00,"Regular Season","Sun","Home","L","0","2","Sporting KC",-0.764
"4536","LA Galaxy",2018,14:30:00,"Regular Season","Sat","Away","W","1","0","Chicago Fire",0.684
"4537","LA Galaxy",2018,19:30:00,"Regular Season","Sat","Home","L","0","2","Atlanta Utd",-0.975
"4538","LA Galaxy",2018,19:30:00,"Regular Season","Sat","Home","L","2","3","NY Red Bulls",-0.812
"4539","LA Galaxy",2018,19:30:00,"Regular Season","Sat","Away","L","2","3","Dynamo FC",-0.71
"4540","LA Galaxy",2018,14:30:00,"Regular Season","Sat","Away","L","2","3","FC Dallas",-0.419666666666667
"4541","LA Galaxy",2018,15:00:00,"Regular Season","Mon","Away","W","1","0","CF Montréal",0.653333333333333
"4542","LA Galaxy",2018,20:00:00,"Regular Season","Fri","Home","W","1","0","San Jose",0.642333333333333
"4543","LA Galaxy",2018,19:30:00,"Regular Season","Wed","Home","L","2","3","FC Dallas",-0.689333333333333
"4544","LA Galaxy",2018,14:00:00,"Regular Season","Sat","Away","D","1","1","Portland Timbers",-0.286666666666667
"4545","LA Galaxy",2018,19:30:00,"Regular Season","Sat","Home","W","3","0","Real Salt Lake",0.944333333333333
"4546","LA Galaxy",2018,19:00:00,"Regular Season","Sat","Away","D","3","3","San Jose",-0.0433333333333334
"4547","LA Galaxy",2018,19:30:00,"Regular Season","Wed","Home","D","2","2","D.C. United",-0.062
"4548","LA Galaxy",2018,19:30:00,"Regular Season","Sat","Home","W","4","0","Columbus Crew",0.91
"4549","LA Galaxy",2018,19:30:00,"Regular Season","Sat","Away","W","3","2","New England",0.42
"4550","LA Galaxy",2018,19:00:00,"Regular Season","Sat","Away","W","3","1","Philadelphia",0.515666666666667
"4551","LA Galaxy",2018,18:30:00,"Regular Season","Sun","Home","W","4","3","Orlando City",0.89
"4552","LA Galaxy",2018,19:00:00,"Regular Season","Sat","Away","L","1","2","Colorado Rapids",-0.925
"4553","LA Galaxy",2018,19:30:00,"Regular Season","Sat","Home","D","2","2","Minnesota Utd",-0.0396666666666666
"4554","LA Galaxy",2018,19:30:00,"Regular Season","Tue","Home","D","2","2","Colorado Rapids",0.191
"4555","LA Galaxy",2018,13:00:00,"Regular Season","Sat","Away","L","0","5","Seattle",-0.683
"4556","LA Galaxy",2018,20:00:00,"Regular Season","Sat","Away","L","2","6","Real Salt Lake",-0.830666666666667
"4557","LA Galaxy",2018,19:30:00,"Regular Season","Sat","Away","L","3","5","Toronto FC",-0.743666666666667
"4558","LA Galaxy",2018,16:00:00,"Regular Season","Sun","Home","W","3","0","Seattle",0.814666666666667
"4559","LA Galaxy",2018,19:00:00,"Regular Season","Sat","Home","W","3","0","Vancouver",0.764
"4560","LA Galaxy",2018,19:30:00,"Regular Season","Sat","Away","D","1","1","Sporting KC",0.131666666666667
"4561","LA Galaxy",2018,16:00:00,"Regular Season","Sun","Away","W","3","1","Minnesota Utd",0.86
"4562","LA Galaxy",2018,13:30:00,"Regular Season","Sun","Home","L","2","3","Dynamo FC",-0.535
"4563","Portland Timbers",2018,19:00:00,"Regular Season","Sun","Away","L","1","2","LA Galaxy",-0.876
"4564","Portland Timbers",2018,19:00:00,"Regular Season","Sat","Away","L","0","4","NY Red Bulls",-0.885333333333333
"4565","Portland Timbers",2018,14:30:00,"Regular Season","Sat","Away","D","1","1","FC Dallas",0.185
"4566","Portland Timbers",2018,17:00:00,"Regular Season","Sat","Away","D","2","2","Chicago Fire",0.494333333333333
"4567","Portland Timbers",2018,16:00:00,"Regular Season","Sun","Away","L","2","3","Orlando City",-0.273333333333333
"4568","Portland Timbers",2018,19:30:00,"Regular Season","Sat","Home","W","3","2","Minnesota Utd",0.812
"4569","Portland Timbers",2018,15:00:00,"Regular Season","Sun","Home","W","3","0","NYCFC",0.766666666666667
"4570","Portland Timbers",2018,19:30:00,"Regular Season","Sat","Away","W","1","0","San Jose",0.721
"4571","Portland Timbers",2018,13:00:00,"Regular Season","Sun","Home","W","1","0","Seattle",0.577333333333333
"4572","Portland Timbers",2018,19:00:00,"Regular Season","Sat","Away","W","3","2","Colorado Rapids",0.83
"4573","Portland Timbers",2018,14:00:00,"Regular Season","Sat","Home","D","1","1","LA Galaxy",0.345
"4574","Portland Timbers",2018,19:30:00,"Regular Season","Sat","Home","D","0","0","Sporting KC",0.17
"4575","Portland Timbers",2018,16:30:00,"Regular Season","Sun","Away","D","1","1","Atlanta Utd",0.195
"4576","Portland Timbers",2018,13:30:00,"Regular Season","Sat","Away","W","3","2","Seattle",0.536
"4577","Portland Timbers",2018,20:00:00,"Regular Season","Sat","Home","W","2","1","San Jose",0.643333333333333
"4578","Portland Timbers",2018,20:00:00,"Regular Season","Sat","Home","D","2","2","CF Montréal",0.217666666666667
"4579","Portland Timbers",2018,20:00:00,"Regular Season","Sat","Home","W","2","1","Dynamo FC",0.603333333333333
"4580","Portland Timbers",2018,20:00:00,"Regular Season","Sat","Home","W","3","0","Philadelphia",0.935
"4581","Portland Timbers",2018,20:00:00,"Regular Season","Sat","Home","L","1","2","Vancouver",-0.512
"4582","Portland Timbers",2018,20:00:00,"Regular Season","Wed","Away","L","1","4","D.C. United",-0.885
"4583","Portland Timbers",2018,19:30:00,"Regular Season","Sat","Away","L","0","3","Sporting KC",-0.760666666666667
"4584","Portland Timbers",2018,18:30:00,"Regular Season","Sun","Home","L","0","1","Seattle",-0.715333333333333
"4585","Portland Timbers",2018,19:30:00,"Regular Season","Wed","Home","W","2","0","Toronto FC",0.95
"4586","Portland Timbers",2018,19:30:00,"Regular Season","Sat","Away","D","1","1","New England",-0.145666666666667
"4587","Portland Timbers",2018,19:30:00,"Regular Season","Sat","Home","W","2","0","Colorado Rapids",0.912
"4588","Portland Timbers",2018,19:30:00,"Regular Season","Sat","Away","L","1","4","Dynamo FC",-0.863333333333333
"4589","Portland Timbers",2018,19:30:00,"Regular Season","Wed","Home","W","3","2","Columbus Crew",0.476666666666667
"4590","Portland Timbers",2018,19:00:00,"Regular Season","Sat","Away","L","2","3","Minnesota Utd",-0.98
"4591","Portland Timbers",2018,19:30:00,"Regular Season","Sat","Home","D","0","0","FC Dallas",0.091
"4592","Portland Timbers",2018,19:30:00,"Regular Season","Sat","Away","W","4","1","Real Salt Lake",0.905
"4593","Portland Timbers",2018,14:00:00,"Regular Season","Sun","Home","W","3","0","Real Salt Lake",0.92
"4594","Portland Timbers",2018,13:30:00,"Regular Season","Sun","Away","L","1","2","Vancouver",-0.526666666666667
"4595","San Jose",2018,19:30:00,"Regular Season","Sat","Home","W","3","2","Minnesota Utd",0.893333333333333
"4596","San Jose",2018,19:30:00,"Regular Season","Sat","Away","L","2","3","Sporting KC",-0.554
"4597","San Jose",2018,17:00:00,"Regular Season","Sat","Home","L","1","2","NYCFC",-0.515
"4598","San Jose",2018,19:00:00,"Regular Season","Sat","Away","D","1","1","Philadelphia",-0.0386666666666667
"4599","San Jose",2018,19:30:00,"Regular Season","Sat","Home","D","2","2","Dynamo FC",-0.344666666666667
"4600","San Jose",2018,19:30:00,"Regular Season","Sat","Away","L","2","3","Orlando City",-0.896
"4601","San Jose",2018,19:30:00,"Regular Season","Sat","Away","L","1","2","Columbus Crew",-0.899333333333333
"4602","San Jose",2018,19:30:00,"Regular Season","Sat","Home","L","0","1","Portland Timbers",-0.583333333333333
"4603","San Jose",2018,13:00:00,"Regular Season","Sat","Away","W","3","1","Minnesota Utd",0.866666666666667
"4604","San Jose",2018,19:30:00,"Regular Season","Wed","Away","D","2","2","Vancouver",-0.225666666666667
"4605","San Jose",2018,19:30:00,"Regular Season","Sat","Home","L","1","3","D.C. United",-0.725
"4606","San Jose",2018,20:00:00,"Regular Season","Fri","Away","L","0","1","LA Galaxy",-0.602666666666667
"4607","San Jose",2018,19:30:00,"Regular Season","Sat","Away","L","1","2","Chicago Fire",-0.776
"4608","San Jose",2018,19:30:00,"Regular Season","Wed","Home","D","2","2","New England",0.00766666666666666
"4609","San Jose",2018,20:00:00,"Regular Season","Sat","Away","D","1","1","Real Salt Lake",0.0636666666666667
"4610","San Jose",2018,19:00:00,"Regular Season","Sat","Home","D","3","3","LA Galaxy",0.165
"4611","San Jose",2018,20:00:00,"Regular Season","Sat","Away","L","1","2","Portland Timbers",-0.82
"4612","San Jose",2018,19:30:00,"Regular Season","Sat","Away","L","0","2","CF Montréal",-0.722333333333333
"4613","San Jose",2018,19:30:00,"Regular Season","Wed","Home","L","0","1","Seattle",-0.722
"4614","San Jose",2018,19:30:00,"Regular Season","Sat","Home","D","0","0","Real Salt Lake",0.0183333333333333
"4615","San Jose",2018,19:00:00,"Regular Season","Sat","Away","W","3","1","FC Dallas",0.495333333333333
"4616","San Jose",2018,19:00:00,"Regular Season","Sat","Away","L","1","2","Colorado Rapids",-0.45
"4617","San Jose",2018,19:00:00,"Regular Season","Sat","Home","D","1","1","Toronto FC",0.007
"4618","San Jose",2018,19:00:00,"Regular Season","Sat","Home","L","2","3","Vancouver",-0.721666666666667
"4619","San Jose",2018,19:30:00,"Regular Season","Wed","Home","W","4","3","FC Dallas",0.0943333333333333
"4620","San Jose",2018,19:00:00,"Regular Season","Sat","Away","L","1","2","Vancouver",-0.762
"4621","San Jose",2018,19:30:00,"Regular Season","Sat","Home","L","1","5","Sporting KC",-0.936666666666667
"4622","San Jose",2018,20:00:00,"Regular Season","Wed","Home","L","3","4","Atlanta Utd",-0.631
"4623","San Jose",2018,19:30:00,"Regular Season","Sat","Away","L","2","3","Dynamo FC",-0.641666666666667
"4624","San Jose",2018,19:30:00,"Regular Season","Sat","Home","L","1","3","NY Red Bulls",-0.849
"4625","San Jose",2018,14:00:00,"Regular Season","Sun","Home","D","0","0","Colorado Rapids",-0.064
"4626","San Jose",2018,13:30:00,"Regular Season","Sun","Away","L","1","2","Seattle",-0.7
"4627","Seattle",2018,16:00:00,"Regular Season","Sun","Away","L","0","3","FC Dallas",-1
"4628","Seattle",2018,19:00:00,"Regular Season","Sat","Home","L","0","1","CF Montréal",-0.773333333333333
"4629","Seattle",2018,15:00:00,"Regular Season","Sun","Away","D","2","2","Sporting KC",-0.197
"4630","Seattle",2018,13:00:00,"Regular Season","Sun","Home","W","3","1","Minnesota Utd",0.780333333333333
"4631","Seattle",2018,13:00:00,"Regular Season","Sat","Home","D","0","0","Columbus Crew",-0.143333333333333
"4632","Seattle",2018,19:30:00,"Regular Season","Wed","Away","W","2","1","Toronto FC",0.457333333333333
"4633","Seattle",2018,13:00:00,"Regular Season","Sun","Away","L","0","1","Portland Timbers",-0.9
"4634","Seattle",2018,14:00:00,"Regular Season","Sat","Home","L","0","1","Real Salt Lake",-0.405
"4635","Seattle",2018,19:00:00,"Regular Season","Sat","Home","W","2","1","D.C. United",0.322333333333333
"4636","Seattle",2018,20:00:00,"Regular Season","Wed","Away","L","1","2","NY Red Bulls",-0.86
"4637","Seattle",2018,19:00:00,"Regular Season","Sat","Home","D","1","1","Chicago Fire",0.134666666666667
"4638","Seattle",2018,13:30:00,"Regular Season","Sat","Home","L","2","3","Portland Timbers",-0.763
"4639","Seattle",2018,19:00:00,"Regular Season","Wed","Away","W","2","1","Colorado Rapids",0.367666666666667
"4640","Seattle",2018,19:30:00,"Regular Season","Sat","Away","D","0","0","New England",0.0706666666666667
"4641","Seattle",2018,14:00:00,"Regular Season","Sun","Away","D","1","1","Atlanta Utd",0.008
"4642","Seattle",2018,13:00:00,"Regular Season","Sat","Home","W","2","0","Vancouver",0.691666666666667
"4643","Seattle",2018,19:30:00,"Regular Season","Wed","Away","W","1","0","San Jose",0.586
"4644","Seattle",2018,14:00:00,"Regular Season","Sun","Home","W","3","1","NYCFC",0.84
"4645","Seattle",2018,19:00:00,"Regular Season","Sat","Away","W","2","1","Minnesota Utd",0.548666666666667
"4646","Seattle",2018,19:00:00,"Regular Season","Sun","Home","W","2","1","FC Dallas",0.459333333333333
"4647","Seattle",2018,13:00:00,"Regular Season","Sat","Home","W","5","0","LA Galaxy",0.851
"4648","Seattle",2018,18:30:00,"Regular Season","Sun","Away","W","1","0","Portland Timbers",0.651
"4649","Seattle",2018,13:00:00,"Regular Season","Sat","Home","W","3","1","Sporting KC",0.88
"4650","Seattle",2018,19:00:00,"Regular Season","Sat","Away","W","2","1","Vancouver",0.72
"4651","Seattle",2018,20:00:00,"Regular Season","Wed","Home","L","0","1","Philadelphia",-0.812
"4652","Seattle",2018,16:00:00,"Regular Season","Sun","Away","L","0","3","LA Galaxy",-0.896
"4653","Seattle",2018,13:00:00,"Regular Season","Sat","Home","W","4","0","Colorado Rapids",0.855
"4654","Seattle",2018,19:30:00,"Regular Season","Mon","Home","W","4","1","Dynamo FC",0.673333333333333
